name,gender,nom_category,year
Abby Mann,male,"Writing, Adapted Screenplay",1962
John Osborne,male,"Writing, Adapted Screenplay",1964
Irwin Shaw,male,"Writing, Adapted Screenplay",1943
Neil Simon,male,"Writing, Adapted Screenplay",1976
Neil Simon,male,"Writing, Adapted Screenplay",1969
Neil Simon,male,"Writing, Adapted Screenplay",1979
Stirling Silliphanta,male,"Writing, Adapted Screenplay",1968
Adam McKay,male,"Writing, Adapted Screenplay",2016
Steve Kloves,male,"Writing, Adapted Screenplay",2001
John Ridley,male,"Writing, Adapted Screenplay",2014
Robert Rossen,male,"Writing, Adapted Screenplay",1962
Edward Anhalt,male,"Writing, Adapted Screenplay",1965
Ernest Tidyman,male,"Writing, Adapted Screenplay",1972
Albert Hackett,male,"Writing, Adapted Screenplay",1937
Albert Hackett,male,"Writing, Adapted Screenplay",1935
Albert Hackett,male,"Writing, Adapted Screenplay",1955
Albert Hackett,male,"Writing, Adapted Screenplay",1951
Serge Bourguignon,male,"Writing, Adapted Screenplay",1964
Jeffrey Caine,male,"Writing, Adapted Screenplay",2006
Ian McLellan Hunter,male,"Writing, Adapted Screenplay",1954
James Poe,male,"Writing, Adapted Screenplay",1959
James Poe,male,"Writing, Adapted Screenplay",1970
James Poe,male,"Writing, Adapted Screenplay",1957
James Poe,male,"Writing, Adapted Screenplay",1964
Nelson Gidding,male,"Writing, Adapted Screenplay",1959
Shane Connaughton,male,"Writing, Adapted Screenplay",1990
Eric S. Hatch,male,"Writing, Adapted Screenplay",1937
Jonathan Hardy,male,"Writing, Adapted Screenplay",1981
James Dearden,male,"Writing, Adapted Screenplay",1988
Jay Presson Allen,female,"Writing, Adapted Screenplay",1982
Jay Presson Allen,female,"Writing, Adapted Screenplay",1973
Mark Peploe,male,"Writing, Adapted Screenplay",1988
Stanley Roberts,male,"Writing, Adapted Screenplay",1955
Bridget O'Connor,female,"Writing, Adapted Screenplay",2012
Joe Stillman,male,"Writing, Adapted Screenplay",2002
Allan Burns,male,"Writing, Adapted Screenplay",1980
Bill Naughton,male,"Writing, Adapted Screenplay",1967
Anna Hamilton Phelan,female,"Writing, Adapted Screenplay",1989
David Stevens,male,"Writing, Adapted Screenplay",1981
Eric Heisserer,male,"Writing, Adapted Screenplay",2017
Gavin Lambert,male,"Writing, Adapted Screenplay",1978
Gavin Lambert,male,"Writing, Adapted Screenplay",1961
Jason Hall,male,"Writing, Adapted Screenplay",2015
John Dighton,male,"Writing, Adapted Screenplay",1954
John Dighton,male,"Writing, Adapted Screenplay",1953
Julian Barry,male,"Writing, Adapted Screenplay",1975
Peter Straughan,male,"Writing, Adapted Screenplay",2012
Kuo Jung Tsai,male,"Writing, Adapted Screenplay",2001
Graham Moore,male,"Writing, Adapted Screenplay",2015
Theodore Melfi,male,"Writing, Adapted Screenplay",2017
Vittorio Bonicelli,male,"Writing, Adapted Screenplay",1972
Jack Clayton,male,Director,1960
George Clooney,male,Director,2006
Woody Allen,male,Director,2012
Woody Allen,male,Director,1978
Woody Allen,male,Director,1985
Woody Allen,male,Director,1995
Woody Allen,male,Director,1990
Woody Allen,male,Director,1987
Woody Allen,male,Director,1979
John Ford,male,Director,1936
John Ford,male,Director,1942
John Ford,male,Director,1940
John Ford,male,Director,1941
John Ford,male,Director,1953
King Vidor,male,Director,1930
Ernst Lubitsch,male,Director,1930
Ernst Lubitsch,male,Director,1930
Joseph L. Mankiewicz,male,Director,1950
Joseph L. Mankiewicz,male,Director,1953
Joseph L. Mankiewicz,male,Director,1951
Joseph L. Mankiewicz,male,Director,1973
Bernardo Bertolucci,male,Director,1988
Bernardo Bertolucci,male,Director,1974
Laurence Olivier,male,Director,1949
Cecil B. DeMille,male,Director,1953
David Fincher,male,Director,2011
David Fincher,male,Director,2009
Greta Gerwig,female,Director,2018
Martin Ritt,male,Director,1964
Claude Lelouch,male,Director,1967
Adam McKay,male,Director,2016
Paul Greengrass,male,Director,2007
Robert Rossen,male,Director,1950
Robert Rossen,male,Director,1962
Clarence Brown,male,Director,1944
Clarence Brown,male,Director,1930
Clarence Brown,male,Director,1930
Clarence Brown,male,Director,1931
Clarence Brown,male,Director,1947
Clarence Brown,male,Director,1946
Michael Radford,male,Director,1996
Lee Daniels,male,Director,2010
Harry Beaumont,male,Director,1930
Scott Hicks,male,Director,1997
Morten Tyldum,male,Director,2015
Lasse Hallström,male,Director,1988
Lasse Hallström,male,Director,2000
Jan Troell,male,Director,1973
Jack Cardiff,male,Director,1961
Bruce Beresford,male,Director,1984
J. Lee Thompson,male,Director,1962
Tom McCarthy,male,Director,2016
John Farrow,male,Director,1943
Benh Zeitlin,male,Director,2013
Richard Rush,male,Director,1981
Yorgos Lanthimos,male,Director,2019
Damien Chazelle,male,Director,2017
Walter Koppel,male,Foreign Language Film,1957
Yorgos Lanthimos,male,Foreign Language Film,2010
Masayuki Takagi,male,Foreign Language Film,1957
Dino De Laurentiis,male,Foreign Language Film,1957
"Carlo Ponti, Sr.",male,Foreign Language Film,1957
Hans W. Geißendörfer,male,Foreign Language Film,1979
Gyula Trebitsch,male,Foreign Language Film,1957
Agnès Delahaie,female,Foreign Language Film,1957
Martin Scorsese,male,"Writing, Adapted Screenplay",1991
Martin Scorsese,male,"Writing, Adapted Screenplay",1994
Alan J. Pakula,male,"Writing, Adapted Screenplay",1983
Emma Donoghue,female,"Writing, Adapted Screenplay",2016
Blake Edwards,male,"Writing, Adapted Screenplay",1983
Irma von Cube,female,"Writing, Adapted Screenplay",1949
Warren Beatty,male,"Writing, Adapted Screenplay",1979
Fran Walsh,female,"Writing, Adapted Screenplay",2004
Fran Walsh,female,"Writing, Adapted Screenplay",2002
Danny Boyle,male,"Writing, Adapted Screenplay",2011
A. B. Guthrie Jr.,male,"Writing, Adapted Screenplay",1954
Jason Reitman,male,"Writing, Adapted Screenplay",2010
Steve Coogan,male,"Writing, Adapted Screenplay",2014
Peter Shaffer,male,"Writing, Adapted Screenplay",1978
Peter Shaffer,male,"Writing, Adapted Screenplay",1985
Andrew Stanton,male,"Writing, Adapted Screenplay",2011
Sidney Buchman,male,"Writing, Adapted Screenplay",1942
Sidney Buchman,male,"Writing, Adapted Screenplay",1940
Sidney Buchman,male,"Writing, Adapted Screenplay",1943
Bill Walsh,male,"Writing, Adapted Screenplay",1965
Phoebe Ephron,female,"Writing, Adapted Screenplay",1964
Fred Haines,male,"Writing, Adapted Screenplay",1968
Horton Foote,male,"Writing, Adapted Screenplay",1963
Horton Foote,male,"Writing, Adapted Screenplay",1986
Anthony Havelock-Allan,male,"Writing, Adapted Screenplay",1948
Anthony Havelock-Allan,male,"Writing, Adapted Screenplay",1947
Terry Southern,male,"Writing, Adapted Screenplay",1965
Jim Rash,male,"Writing, Adapted Screenplay",2012
Terence Winter,male,"Writing, Adapted Screenplay",2014
William Monahan,male,"Writing, Adapted Screenplay",2007
Armando Iannucci,male,"Writing, Adapted Screenplay",2010
Paul Green,male,"Writing, Adapted Screenplay",1934
Grant Heslov,male,"Writing, Adapted Screenplay",2012
Ranald MacDougall,male,"Writing, Adapted Screenplay",1946
R. C. Sherriff,male,"Writing, Adapted Screenplay",1940
Herman J. Mankiewicz,male,"Writing, Adapted Screenplay",1943
Waldo Salt,male,"Writing, Adapted Screenplay",1970
Waldo Salt,male,"Writing, Adapted Screenplay",1974
Dan Futterman,male,"Writing, Adapted Screenplay",2006
Frank Partos,male,"Writing, Adapted Screenplay",1949
James Kennaway,male,"Writing, Adapted Screenplay",1961
Robert Nelson Jacobs,male,"Writing, Adapted Screenplay",2001
Gustav Hasford,male,"Writing, Adapted Screenplay",1988
Philip Dunne,male,"Writing, Adapted Screenplay",1942
I. A. L. Diamond,male,"Writing, Adapted Screenplay",1960
Irving Ravetch,male,"Writing, Adapted Screenplay",1980
Irving Ravetch,male,"Writing, Adapted Screenplay",1964
Jay Cocks,male,"Writing, Adapted Screenplay",1994
John Meehan,male,"Writing, Adapted Screenplay",1939
Reginald Rose,male,"Writing, Adapted Screenplay",1958
Stephen Gaghan,male,"Writing, Adapted Screenplay",2001
Richard Friedenberg,male,"Writing, Adapted Screenplay",1993
Casey Robinson,male,"Writing, Adapted Screenplay",1936
Donn Pearce,male,"Writing, Adapted Screenplay",1968
Tennessee Williams,male,"Writing, Adapted Screenplay",1957
Tennessee Williams,male,"Writing, Adapted Screenplay",1952
Dashiell Hammett,male,"Writing, Adapted Screenplay",1944
Gene Wilder,male,"Writing, Adapted Screenplay",1975
Agnieszka Holland,female,"Writing, Adapted Screenplay",1992
Samuel A. Taylor,male,"Writing, Adapted Screenplay",1955
Steven Zaillian,male,"Writing, Adapted Screenplay",2012
Steven Zaillian,male,"Writing, Adapted Screenplay",1991
Steven Zaillian,male,"Writing, Adapted Screenplay",1994
Frank Darabont,male,"Writing, Adapted Screenplay",2000
Frank Darabont,male,"Writing, Adapted Screenplay",1995
Alexander Payne,male,"Writing, Adapted Screenplay",2012
Alexander Payne,male,"Writing, Adapted Screenplay",2000
Alexander Payne,male,"Writing, Adapted Screenplay",2005
Neil Paterson,male,"Writing, Adapted Screenplay",1960
Jo Swerling,male,"Writing, Adapted Screenplay",1943
Terri Tatchell,female,"Writing, Adapted Screenplay",2010
George Miller,male,"Writing, Adapted Screenplay",1996
Dore Schary,male,"Writing, Adapted Screenplay",1939
Paul Attanasio,male,"Writing, Adapted Screenplay",1998
Paul Attanasio,male,"Writing, Adapted Screenplay",1995
Mike Figgis,male,"Writing, Adapted Screenplay",1996
Daniel Clowes,male,"Writing, Adapted Screenplay",2002
Alexander Mackendrick,male,"Writing, Adapted Screenplay",1953
Ted Tally,male,"Writing, Adapted Screenplay",1992
Ring Lardner,male,"Writing, Adapted Screenplay",1971
Willy Russell,male,"Writing, Adapted Screenplay",1984
Alfred Uhry,male,"Writing, Adapted Screenplay",1990
Benjamin Glazer,male,"Writing, Adapted Screenplay",1929
Terry Zwigoff,male,"Writing, Adapted Screenplay",2002
Alan Jay Lerner,male,"Writing, Adapted Screenplay",1959
Alan Jay Lerner,male,"Writing, Adapted Screenplay",1965
David Hare,male,"Writing, Adapted Screenplay",2009
David Hare,male,"Writing, Adapted Screenplay",2003
David Magee,male,"Writing, Adapted Screenplay",2013
David Magee,male,"Writing, Adapted Screenplay",2005
David Zelag Goodman,male,"Writing, Adapted Screenplay",1971
Millard Kaufman,male,"Writing, Adapted Screenplay",1956
John Patrick Shanley,male,"Writing, Adapted Screenplay",2009
Hossein Amini,male,"Writing, Adapted Screenplay",1998
Phil Alden Robinson,male,"Writing, Adapted Screenplay",1990
Robert Carson,male,"Writing, Adapted Screenplay",1938
Sheridan Gibney,male,"Writing, Adapted Screenplay",1937
Jean Poiret,male,"Writing, Adapted Screenplay",1980
Joseph Bologna,male,"Writing, Adapted Screenplay",1971
Wendell Mayes,male,"Writing, Adapted Screenplay",1960
Larry Gelbart,male,"Writing, Adapted Screenplay",1978
Nunnally Johnson,male,"Writing, Adapted Screenplay",1944
Nunnally Johnson,male,"Writing, Adapted Screenplay",1941
Tom Perrotta,male,"Writing, Adapted Screenplay",2007
Robert Wyler,male,"Writing, Adapted Screenplay",1952
Talbot Jennings,male,"Writing, Adapted Screenplay",1936
Talbot Jennings,male,"Writing, Adapted Screenplay",1947
Nat Faxon,male,"Writing, Adapted Screenplay",2012
Al Reinert,male,"Writing, Adapted Screenplay",1996
Frank Wead,male,"Writing, Adapted Screenplay",1939
Hawk Ostby,male,"Writing, Adapted Screenplay",2007
Roger S. H. Schulman,male,"Writing, Adapted Screenplay",2002
Jay Dratler,male,"Writing, Adapted Screenplay",1945
Josh Olson,male,"Writing, Adapted Screenplay",2006
Sally Benson,female,"Writing, Adapted Screenplay",1947
Michael Ballhaus,male,Cinematography,1988
Michael Ballhaus,male,Cinematography,2003
Michael Ballhaus,male,Cinematography,1990
Néstor Almendros,male,Cinematography,1983
Néstor Almendros,male,Cinematography,1980
Néstor Almendros,male,Cinematography,1981
Néstor Almendros,male,Cinematography,1979
Gregg Toland,male,Cinematography,1936
James Aubrey Crabe,male,Cinematography,1981
Robert L. Surtees,male,Cinematography,1978
Robert L. Surtees,male,Cinematography,1972
Robert L. Surtees,male,Cinematography,1972
Robert L. Surtees,male,Cinematography,1976
Robert L. Surtees,male,Cinematography,1974
Robert L. Surtees,male,Cinematography,1977
Robert L. Surtees,male,Cinematography,1979
Robert L. Surtees,male,Cinematography,1968
Robert L. Surtees,male,Cinematography,1968
Peter Pau,male,Cinematography,2001
Arthur Edeson,male,Cinematography,1930
Arthur Edeson,male,Cinematography,1930
Robert Elswit,male,Cinematography,2008
Robert Elswit,male,Cinematography,2006
Clyde De Vinna,male,Cinematography,1930
Burnett Guffey,male,Cinematography,1968
Gordon Willis,male,Cinematography,1984
Gordon Willis,male,Cinematography,1991
John Toll,male,Cinematography,1999
John Toll,male,Cinematography,1995
John Toll,male,Cinematography,1996
Oswald Morris,male,Cinematography,1972
Oswald Morris,male,Cinematography,1969
Oswald Morris,male,Cinematography,1979
Lü Yue,male,Cinematography,1996
Bernard McGill,male,Cinematography,1931
John Seale,male,Cinematography,2004
John Seale,male,Cinematography,1997
John Seale,male,Cinematography,1989
John Seale,male,Cinematography,1986
John Seale,male,Cinematography,2016
Mauro Fiore,male,Cinematography,2010
Chris Menges,male,Cinematography,2009
Chris Menges,male,Cinematography,1985
Chris Menges,male,Cinematography,1997
Chris Menges,male,Cinematography,1987
Ernest Palmer,male,Cinematography,1930
Ernest Palmer,male,Cinematography,1930
Frank V. Phillips,male,Cinematography,1980
Joseph A. Valentine,male,Cinematography,1939
Joseph A. Valentine,male,Cinematography,1938
Tom Stern,male,Cinematography,2009
Drew Goddard,male,"Writing, Adapted Screenplay",2016
Michael Herr,male,"Writing, Adapted Screenplay",1988
Richard Rush,male,"Writing, Adapted Screenplay",1981
James Bridges,male,"Writing, Adapted Screenplay",1974
Dale Van Every,male,"Writing, Adapted Screenplay",1938
Claudine West,female,"Writing, Adapted Screenplay",1940
Claudine West,female,"Writing, Adapted Screenplay",1943
Claudine West,female,"Writing, Adapted Screenplay",1943
Sidney Howard,male,"Writing, Adapted Screenplay",1937
Sidney Howard,male,"Writing, Adapted Screenplay",1940
Sidney Howard,male,"Writing, Adapted Screenplay",1932
Dan Mazer,male,"Writing, Adapted Screenplay",2007
Daniel Fuchs,male,"Writing, Adapted Screenplay",1956
Daniel Taradash,male,"Writing, Adapted Screenplay",1954
Geoffrey S. Fletcher,male,"Writing, Adapted Screenplay",2010
Heinz Herald,male,"Writing, Adapted Screenplay",1938
Ivan Moffat,male,"Writing, Adapted Screenplay",1957
Harry Brown,male,"Writing, Adapted Screenplay",1952
Paul Weitz,male,"Writing, Adapted Screenplay",2003
Norman Wexler,male,"Writing, Adapted Screenplay",1974
Pierre Collings,male,"Writing, Adapted Screenplay",1937
Richard Flournoy,male,"Writing, Adapted Screenplay",1944
Sam Mintz,male,"Writing, Adapted Screenplay",1931
Menno Meyjes,male,"Writing, Adapted Screenplay",1986
W. P. Lipscomb,male,"Writing, Adapted Screenplay",1939
William Slavens McNutt,male,"Writing, Adapted Screenplay",1936
Fred Guiol,male,"Writing, Adapted Screenplay",1957
Sheldon Turner,male,"Writing, Adapted Screenplay",2010
Richard Murphy,male,"Writing, Adapted Screenplay",1948
"William Broyles, Jr.",male,"Writing, Adapted Screenplay",1996
Giacomo Scarpelli,male,"Writing, Adapted Screenplay",1996
Arnold Schulman,male,"Writing, Adapted Screenplay",1970
Bruce A. Evans,male,"Writing, Adapted Screenplay",1987
Mark Medoff,male,"Writing, Adapted Screenplay",1987
Robert W. Russell,male,"Writing, Adapted Screenplay",1944
Philip Stevenson,male,"Writing, Adapted Screenplay",1946
Damien Chazelle,male,"Writing, Adapted Screenplay",2015
John Kohn,male,"Writing, Adapted Screenplay",1966
Christopher De Vore,male,"Writing, Adapted Screenplay",1981
Eric Bergren,male,"Writing, Adapted Screenplay",1981
Janet Roach,female,"Writing, Adapted Screenplay",1986
Hesper Anderson,female,"Writing, Adapted Screenplay",1987
Zachary Sklar,male,"Writing, Adapted Screenplay",1992
John Hale,male,"Writing, Adapted Screenplay",1970
Allison Schroeder,female,"Writing, Adapted Screenplay",2017
Caleb Deschanel,male,Cinematography,1984
Caleb Deschanel,male,Cinematography,1985
Caleb Deschanel,male,Cinematography,2005
Caleb Deschanel,male,Cinematography,2001
Caleb Deschanel,male,Cinematography,1997
Jost Vacano,male,Cinematography,1983
Sven Nykvist,male,Cinematography,1984
Sven Nykvist,male,Cinematography,1974
Sven Nykvist,male,Cinematography,1989
Vittorio Storaro,male,Cinematography,1982
Janusz Kamiński,male,Cinematography,2012
Janusz Kamiński,male,Cinematography,2008
Janusz Kamiński,male,Cinematography,2013
Janusz Kamiński,male,Cinematography,1999
Janusz Kamiński,male,Cinematography,1998
Janusz Kamiński,male,Cinematography,1994
Adrian Biddle,male,Cinematography,1992
William A. Fraker,male,Cinematography,1984
William A. Fraker,male,Cinematography,1978
William A. Fraker,male,Cinematography,1980
William A. Fraker,male,Cinematography,1986
William A. Fraker,male,Cinematography,1979
Harry Stradling,male,Cinematography,1970
Harry Stradling,male,Cinematography,1969
Matthew Libatique,male,Cinematography,2011
Hal Mohr,male,Cinematography,1936
Barry Ackroyd,male,Cinematography,2010
Stephen H. Burum,male,Cinematography,1993
John Peverell Marley,male,Cinematography,1939
Norbert Brodine,male,Cinematography,1939
Takao Saito,male,Cinematography,1986
Robert Fraisse,male,Cinematography,1993
Bruno Delbonnel,male,Cinematography,2010
Bruno Delbonnel,male,Cinematography,2005
Bruno Delbonnel,male,Cinematography,2002
Bruno Delbonnel,male,Cinematography,2014
Michael Coulter,male,Cinematography,1996
Ernest Day,male,Cinematography,1985
Ernest Miller,male,Cinematography,1939
William H. Daniels,male,Cinematography,1930
John Schwartzman,male,Cinematography,2004
Floyd Crosby,male,Cinematography,1931
Ghislain Cloquet,male,Cinematography,1981
Ryszard Lenczewski,male,Cinematography,2015
Jack Couffer,male,Cinematography,1974
Billy Williams,male,Cinematography,1982
Billy Williams,male,Cinematography,1983
